address,distance,latitude_longitude
臺北市中正區南海路17號,"正門:1548公尺,後門:1590公尺,側門:1648公尺","25.0321619,121.5146947"
臺北市中正區桃源街19號,"正門:1518公尺,後門:1449公尺,側門:1574公尺","25.0415572,121.5105702"
臺北市中正區市民大道100號,"正門:1375公尺,後門:1240公尺,側門:1371公尺","25.0487071,121.5142185"
臺北市中正區忠孝西路一段70號1樓,"正門:1241公尺,後門:1118公尺,側門:1252公尺","25.0466999,121.514495"
臺北市中正區忠孝東路一段12號2樓,"正門:436公尺,後門:293公尺,側門:423公尺","25.0445802,121.5224401"
臺北市中正區北平西路3號2樓,"正門:1084公尺,後門:946公尺,側門:1075公尺","25.0477467,121.5169983"
臺北市中正區牯嶺街95巷51號,"正門:1873公尺,後門:1978公尺,側門:1975公尺","25.0257857,121.5203749"
臺北市中正區羅斯福路三段286巷4弄1號,"正門:2967公尺,後門:3110公尺,側門:3046公尺","25.0159256,121.532056"
臺北市中正區忠孝東路一段12號17樓,"正門:436公尺,後門:293公尺,側門:423公尺","25.0445802,121.5224401"
臺北市中正區羅斯福路二段30巷9號,"正門:1609公尺,後門:1712公尺,側門:1711公尺","25.0281384,121.5208586"
臺北市中正區青島東路5號,"正門:431公尺,後門:301公尺,側門:436公尺","25.044071,121.5220537"
臺北市中正區汀州路三段127號,"正門:2888公尺,後門:3029公尺,側門:2969公尺","25.0163858,121.530596"
臺北市中正區中華路二段313巷5弄20之1號,"正門:2486公尺,後門:2507公尺,側門:2582公尺","25.0282771,121.5061166"
臺北市中正區忠孝東路一段12號,"正門:436公尺,後門:293公尺,側門:423公尺","25.0445802,121.5224401"
臺北市中正區牯嶺街61之5號,"正門:1653公尺,後門:1728公尺,側門:1757公尺","25.0292041,121.5171752"
臺北市中正區仁愛路二段108號,"正門:817公尺,後門:955公尺,側門:831公尺","25.0379274,121.5324046"
臺北市中正區忠孝西路一段36號B1,"正門:986公尺,後門:860公尺,側門:994公尺","25.0460142,121.516942"
臺北市中正區濟南路一段2之1號,"正門:597公尺,後門:508公尺,側門:637公尺","25.0429232,121.5198047"
臺北市中正區汀州路二段238號,"正門:2247公尺,後門:2373公尺,側門:2342公尺","25.0217729,121.5244071"
中正區南陽街13-2號,"正門:1012公尺,後門:899公尺,側門:1034公尺","25.045004,121.5161754"
臺北市中正區林森南路59之2號,"正門:410公尺,後門:441公尺,側門:504公尺","25.0399269,121.5222094"
臺北市中正區忠孝西路一段47號B1樓,"正門:970公尺,後門:838公尺,側門:971公尺","25.0465183,121.5174415"
臺北市中正區汀州路三段127號1樓,"正門:2888公尺,後門:3029公尺,側門:2969公尺","25.0163858,121.530596"
臺北市中正區忠孝東路一段12號B1,"正門:479公尺,後門:339公尺,側門:470公尺","25.0447021,121.5219894"
臺北市中正區杭州南路一段27號,"正門:79公尺,後門:199公尺,側門:88公尺","25.0420021,121.5264035"
臺北市中正區中華路二段309巷15號,"正門:2467公尺,後門:2483公尺,側門:2562公尺","25.0289474,121.5057989"
臺北市中正區南昌路二段7之2號,"正門:1626公尺,後門:1720公尺,側門:1730公尺","25.028439,121.519429"
臺北市中正區許昌街26之3號,"正門:1009公尺,後門:891公尺,側門:1025公尺","25.0454432,121.5163986"
臺北市中正區延平南路22號,"正門:1588公尺,後門:1473公尺,側門:1607公尺","25.0468864,121.5108506"
臺北市中正區三元街38號,"正門:2202公尺,後門:2223公尺,側門:2298公尺","25.0299194,121.5082761"
臺北市中正區羅斯福路3段286巷4弄14號,"正門:2976公尺,後門:3119公尺,側門:3055公尺","25.0157941,121.5318107"
臺北市中正區中華路二段309巷35號南機場夜市,"正門:2444公尺,後門:2459公尺,側門:2538公尺","25.0291603,121.5059145"
臺北市中正區汀州路三段167號,"正門:3045公尺,後門:3188公尺,側門:3123公尺","25.0152642,121.5323292"
臺北市中正區汀州路三段135號,"正門:2921公尺,後門:3063公尺,側門:3002公尺","25.0161423,121.5309657"
臺北市中正區羅斯福路四段92號79攤,"正門:3300公尺,後門:3447公尺,側門:3374公尺","25.0135188,121.534971"
臺北市中正區中華路二段327號一樓,"正門:2500公尺,後門:2526公尺,側門:2598公尺","25.027681,121.5064552"
臺北市中正區羅斯福路四段92號水源市場一樓100號,"正門:3280公尺,後門:3427公尺,側門:3354公尺","25.01371,121.534983"
臺北市中正區同安街63之2號,"正門:2037公尺,後門:2151公尺,側門:2137公尺","25.0239797,121.5216868"
臺北市中正區羅斯福路二段14號,"正門:1552公尺,後門:1655公尺,側門:1655公尺","25.0286513,121.52092"
臺北市中正區汀州路二段96號1樓,"正門:1998公尺,後門:2099公尺,側門:2101公尺","25.0248971,121.5193665"
臺北市中正區中華路二段315巷4弄南機場夜市,"正門:2444公尺,後門:2459公尺,側門:2538公尺","25.0291603,121.5059145"
臺北市中正區汀州路二段81號1F,"正門:2007公尺,後門:2095公尺,側門:2111公尺","25.0255769,121.517245"
臺北市中正區臨沂街27巷9號1樓,"正門:579公尺,後門:689公尺,側門:555公尺","25.0409661,121.5312619"
臺北市中正區羅斯福路二段66巷8號1樓,"正門:1671公尺,後門:1779公尺,側門:1773公尺","25.0274397,121.5212824"
臺北市中正區公園路20巷12號,"正門:976公尺,後門:862公尺,側門:996公尺","25.04507,121.5165803"
臺北市中正區館前路6號2樓,"正門:1184公尺,後門:1065公尺,側門:1199公尺","25.0460957,121.5148151"
臺北市中正區中華路二段311巷,"正門:2444公尺,後門:2463公尺,側門:2539公尺","25.0287032,121.5062855"
臺北市中正區牯嶺街43號,"正門:1610公尺,後門:1678公尺,側門:1714公尺","25.0299998,121.5166002"
臺北市中正區三元街262號,"正門:2018公尺,後門:2080公尺,側門:2121公尺","25.0273075,121.5137972"
臺北市中正區忠孝東路一段12號,"正門:436公尺,後門:293公尺,側門:423公尺","25.0445802,121.5224401"
臺北市中正區臨沂街27巷4之1號,"正門:554公尺,後門:667公尺,側門:534公尺","25.0408636,121.5309843"
臺北市中正區同安街85之8號,"正門:2168公尺,後門:2280公尺,側門:2269公尺","25.0229175,121.5209467"
臺北市中正區北平西路3號,"正門:1137公尺,後門:1004公尺,側門:1136公尺","25.0473199,121.5160463"
臺北市中正區汀州路三段295號,"正門:3489公尺,後門:3635公尺,側門:3562公尺","25.011975,121.5357848"
臺北市中正區開封街一段29號,"正門:1218公尺,後門:1102公尺,側門:1236公尺","25.045859,121.5143519"
臺北市中正區青島東路21之8號,"正門:225公尺,後門:81公尺,側門:214公尺","25.04344,121.5241354"
臺北市中正區北平東路9號,"正門:563公尺,後門:414公尺,側門:506公尺","25.0465885,121.5234397"
臺北市中正區忠孝東路二段23號1樓,"正門:309公尺,後門:306公尺,側門:209公尺","25.0439449,121.527723"
臺北市中正區杭州南路一段11巷4號,"正門:214公尺,後門:243公尺,側門:123公尺","25.0431724,121.5272432"
臺北市中正區市民大道100號臺北地下街Y26,"正門:1473公尺,後門:1336公尺,側門:1466公尺","25.0495017,121.5136386"
臺北市中正區羅斯福路三段316巷8弄6號,"正門:3024公尺,後門:3168公尺,側門:3102公尺","25.0154945,121.5325315"
臺北市中正區羅斯福路三段286巷4弄4號1樓,"正門:2961公尺,後門:3104公尺,側門:3039公尺","25.015986,121.532084"
臺北市中正區北平西路3號臺北車站1樓微風廣場一樓近南二門,"正門:1097公尺,後門:957公尺,側門:1085公尺","25.0480075,121.5170613"
臺北市中正區紹興北街25號,"正門:355公尺,後門:233公尺,側門:273公尺","25.0451167,121.5254276"
臺北市中正區博愛路99號,"正門:1415公尺,後門:1331公尺,側門:1460公尺","25.043002,121.511644"
臺北市中正區羅斯福路一段59號,"正門:1292公尺,後門:1371公尺,側門:1396公尺","25.0318815,121.5192094"
臺北市中正區信陽街26之4號,"正門:1061公尺,後門:957公尺,側門:1090公尺","25.0444759,121.5154778"
臺北市大安區溫州街58巷2號1F,"正門:2484公尺,後門:2630公尺,側門:2557公尺","25.0206295,121.5329435"
臺北市中正區杭州南路二段94號,"正門:1467公尺,後門:1574公尺,側門:1568公尺","25.0292197,121.5217929"
臺北市中正區武昌街一段65號2樓,"正門:1557公尺,後門:1462公尺,側門:1594公尺","25.044236,121.510398"
臺北市中正區寶慶路32號B1,"正門:1672公尺,後門:1602公尺,側門:1727公尺","25.0416016,121.5090412"
臺北市中正區羅斯福路二段30巷11號,"正門:1612公尺,後門:1716公尺,側門:1715公尺","25.0280987,121.5208773"
臺北市中正區汀州路三段104巷4號,"正門:3187公尺,後門:3332公尺,側門:3265公尺","25.014119,121.533136"
臺北市中正區南昌路一段59巷14號,"正門:1380公尺,後門:1450公尺,側門:1484公尺","25.03162,121.51802"
臺北市中正區重慶南路一段46巷3號,"正門:1329公尺,後門:1229公尺,側門:1362公尺","25.0445452,121.5127596"
臺北市中正區八德路一段28號,"正門:506公尺,後門:554公尺,側門:432公尺","25.0435567,121.530308"
臺北市大安區杭州南路二段55號2樓,"正門:1081公尺,後門:1190公尺,側門:1183公尺","25.0325548,121.522821"
臺北市中正區林森南路3巷1號,"正門:335公尺,後門:185公尺,側門:307公尺","25.0443362,121.5236282"
臺北市中正區汀洲路三段202號,"正門:3453公尺,後門:3600公尺,側門:3527公尺","25.0122075,121.5354191"
台北市中正區汀州路一段210號,"正門:2259公尺,後門:2297公尺,側門:2359公尺","25.0278367,121.5095073"
臺北市中正區懷寧街21號2樓,"正門:1200公尺,後門:1090公尺,側門:1224公尺","25.0452966,121.5143127"
臺北市中正區羅斯福路四段108巷4之2號,"正門:3345公尺,後門:3491公尺,側門:3418公尺","25.013182,121.5352561"
臺北市中正區羅斯福路三段210巷8弄7號,"正門:2671公尺,後門:2811公尺,側門:2755公尺","25.0182028,121.5295737"
臺北市中正區八德路一段82巷9弄13號,"正門:616公尺,後門:669公尺,側門:545公尺","25.0435921,121.5314457"
臺北市中正區開封街一段10號,"正門:1221公尺,後門:1106公尺,側門:1240公尺","25.0458232,121.5142984"
臺北市中正區中華路二段305巷15之1號,"正門:2463公尺,後門:2476公尺,側門:2557公尺","25.0294273,121.505472"
臺北市中正區寶慶路63號,"正門:1647公尺,後門:1574公尺,側門:1700公尺","25.0418882,121.5092913"
臺北市中正區重慶南路一段116號,"正門:1270公尺,後門:1198公尺,側門:1324公尺","25.041916,121.513028"
臺北市中正區廈門街34巷2號,"正門:1983公尺,後門:2071公尺,側門:2087公尺","25.0257848,121.5173133"
臺北市中正區北平西路3號2樓,"正門:1084公尺,後門:946公尺,側門:1075公尺","25.0477467,121.5169983"
臺北市中正區中華路二段313巷19號,"正門:2451公尺,後門:2472公尺,側門:2547公尺","25.0285186,121.5063471"
臺北市中正區新生南路一段14號,"正門:718公尺,後門:778公尺,側門:652公尺","25.0434057,121.532549"
臺北市中正區汀州路一段111號一樓,"正門:2240公尺,後門:2273公尺,側門:2339公尺","25.028453,121.50913"
臺北市中正區北平西路3號2樓,"正門:1084公尺,後門:946公尺,側門:1075公尺","25.0477467,121.5169983"
臺北市中正區衡陽路3號2樓,"正門:1187公尺,後門:1108公尺,側門:1236公尺","25.0424957,121.5138702"
臺北市中正區汀州路三段230巷57號,"正門:3560公尺,後門:3701公尺,側門:3641公尺","25.0104627,121.5318882"
臺北市中正區許昌街2號,"正門:945公尺,後門:824公尺,側門:958公尺","25.0454314,121.517089"
臺北市中正區延平南路19號,"正門:1557公尺,後門:1449公尺,側門:1584公尺","25.045783,121.51078"
臺北市萬華區西藏路18號,"正門:2213公尺,後門:2226公尺,側門:2307公尺","25.0307206,121.5074967"
臺北市中正區羅斯福路四段132號一樓,"正門:3382公尺,後門:3529公尺,側門:3454公尺","25.0129836,121.5357926"
臺北市中正區延平南路58號,"正門:1585公尺,後門:1480公尺,側門:1614公尺","25.0455055,121.5104056"
臺北市中正區開封街一段38號,"正門:1411公尺,後門:1300公尺,側門:1434公尺","25.045895,121.512331"
臺北市中正區羅斯福路二段30巷13號,"正門:1623公尺,後門:1728公尺,側門:1725公尺","25.0279662,121.5209975"
臺北市中正區濟南路二段60之5號,"正門:685公尺,後門:804公尺,側門:671公尺","25.0401405,121.5321189"
臺北市中正區和平西路一段81號,"正門:1835公尺,後門:1925公尺,側門:1939公尺","25.0268485,121.5182848"
臺北市中正區汀州路三段165號,"正門:3040公尺,後門:3184公尺,側門:3119公尺","25.0152949,121.532295"
台北市中正區羅斯福路三段316巷8弄7號,"正門:3039公尺,後門:3183公尺,側門:3117公尺","25.0153909,121.5326765"
台北市中正區中華路二段311巷22-3號,"正門:2423公尺,後門:2443公尺,側門:2518公尺","25.0287567,121.5065007"
臺北市中正區忠孝東路二段37號2樓,"正門:324公尺,後門:333公尺,側門:229公尺","25.043854,121.528033"
臺北市中正區臨沂街84巷7號,"正門:850公尺,後門:995公尺,側門:930公尺","25.034504,121.527571"
臺北市中正區中華路二段313巷5號,"正門:2486公尺,後門:2507公尺,側門:2582公尺","25.0282771,121.5061166"
臺北市中正區中華路二段309巷9號,"正門:2483公尺,後門:2500公尺,側門:2578公尺","25.0287774,121.505733"
臺北市中正區和平西路一段80號,"正門:1869公尺,後門:1964公尺,側門:1972公尺","25.0263293,121.5187718"
臺北市中正區公園路30巷4號,"正門:936公尺,後門:835公尺,側門:968公尺","25.0439666,121.5166206"
臺北市中正區寧波東街11之2號,"正門:1137公尺,後門:1220公尺,側門:1242公尺","25.0329709,121.5201967"
臺北市中正區臨沂街3巷7號,"正門:594公尺,後門:652公尺,側門:526公尺","25.0433606,121.5312936"
臺北市中正區汀州路三段230巷43號,"正門:3543公尺,後門:3685公尺,側門:3623公尺","25.0106803,121.5322649"
臺北市中正區杭州南路二段44之1號,"正門:1285公尺,後門:1391公尺,側門:1387公尺","25.0308408,121.5220919"
台北市中正區北平西路3號,"正門:1137公尺,後門:1004公尺,側門:1136公尺","25.0473199,121.5160463"
中正區中華路二段315巷5弄9號攤位,"正門:2439公尺,後門:2456公尺,側門:2534公尺","25.0290144,121.5060863"
臺北市中正區和平西路一段30號2樓,"正門:1784公尺,後門:1889公尺,側門:1886公尺","25.026574,121.5205593"
臺北市中正區中華路二段307巷70號攤位,"正門:2374公尺,後門:2391公尺,側門:2469公尺","25.0294764,121.5065091"
臺北市中正區開封街一段14巷2號,"正門:1268公尺,後門:1155公尺,側門:1289公尺","25.0457149,121.5137602"
臺北市中正區羅斯福路四段136巷6弄23號1樓,"正門:3460公尺,後門:3607公尺,側門:3533公尺","25.0122635,121.5358449"
臺北市中正區金門街25之2號,"正門:2332公尺,後門:2453公尺,側門:2429公尺","25.0211304,121.5228437"
臺北市中正區漢口街一段73號之2,"正門:1439公尺,後門:1334公尺,側門:1468公尺","25.0452987,121.5118418"
台北市中正區北平西路3號西三門2樓,"正門:1084公尺,後門:946公尺,側門:1075公尺","25.0477467,121.5169983"
臺北市中正區南陽街5號,"正門:1025公尺,後門:908公尺,側門:1043公尺","25.0453242,121.516177"
臺北市中正區羅斯福路三段126號,"正門:2389公尺,後門:2526公尺,側門:2476公尺","25.0205742,121.5279607"
臺北市中正區和平西路一段132號,"正門:1898公尺,後門:1979公尺,側門:2003公尺","25.0269014,121.5167267"
臺北市中正區同安街24號,"正門:1936公尺,後門:2052公尺,側門:2035公尺","25.0248113,121.5222461"
臺北市中正區延平南路11號1樓,"正門:1563公尺,後門:1452公尺,側門:1587公尺","25.0461958,121.5108528"
臺北市中正區中華路二段303巷2號,"正門:2513公尺,後門:2525公尺,側門:2606公尺","25.029223,121.5050271"
臺北市中正區羅斯福路四段92號,"正門:3300公尺,後門:3447公尺,側門:3374公尺","25.0135188,121.534971"
臺北市中正區信義路二段79巷16之6號,"正門:738公尺,後門:880公尺,側門:822公尺","25.0353969,121.5268358"
臺北市中正區中華路二段313巷36號,"正門:2466公尺,後門:2487公尺,側門:2562公尺","25.0284065,121.5062546"
台北市中正區南陽街21號,"正門:985公尺,後門:884公尺,側門:1017公尺","25.0440612,121.5161405"
臺北市中正區臨沂街67之2號,"正門:725公尺,後門:875公尺,側門:794公尺","25.0359292,121.5284088"
台北市中正區汀州路三段166號,"正門:3309公尺,後門:3455公尺,側門:3384公尺","25.0133273,121.5345372"
臺北市中正區羅斯福路四段134號2樓號,"正門:3386公尺,後門:3533公尺,側門:3459公尺","25.0129485,121.5358227"
臺北市中正區忠孝西路一段47號B1F,"正門:1169公尺,後門:1041公尺,側門:1174公尺","25.0469357,121.5154329"
臺北市中正區青島東路7之5號,"正門:415公尺,後門:280公尺,側門:413公尺","25.0441893,121.5223436"
臺北市中正區懷寧街64號,"正門:1197公尺,後門:1101公尺,側門:1233公尺","25.0439245,121.5139608"
臺北市中正區南昌路一段59巷37號,"正門:1362公尺,後門:1435公尺,側門:1466公尺","25.0316448,121.518303"
臺北市中正區忠孝西路一段66號12樓,"正門:1143公尺,後門:1022公尺,側門:1156公尺","25.0461864,121.5153037"
臺北市中正區寧波西街1號,"正門:1342公尺,後門:1419公尺,側門:1446公尺","25.0315748,121.5188063"
臺北市中正區南海路38之2號,"正門:1471公尺,後門:1520公尺,側門:1573公尺","25.03216,121.515801"
臺北市中正區金門街34巷9之3號,"正門:2297公尺,後門:2416公尺,側門:2395公尺","25.0214836,121.5225436"
臺北市中正區信義路二段87號,"正門:839公尺,後門:980公尺,側門:924公尺","25.0344712,121.5268393"
臺北市中正區臨沂街73之1號,"正門:804公尺,後門:952公尺,側門:879公尺","25.0350562,121.5280801"
臺北市中正區林森南路61巷19號,"正門:365公尺,後門:424公尺,側門:465公尺","25.0396531,121.5230192"
臺北市中正區南陽街24號,"正門:1009公尺,後門:904公尺,側門:1037公尺","25.0444048,121.5159993"
臺北市中正區汀州路三段229號,"正門:3221公尺,後門:3367公尺,側門:3297公尺","25.0140145,121.5340263"
臺北市中正區和平西路一段34號,"正門:1791公尺,後門:1894公尺,側門:1893公尺","25.0265463,121.5204347"
臺北市中正區南陽街3號,"正門:1021公尺,後門:905公尺,側門:1039公尺","25.0452988,121.5162058"
臺北市中正區博愛路185號,"正門:1686公尺,後門:1684公尺,側門:1774公尺","25.0347699,121.5108937"
臺北市中正區羅斯福路四段108巷2號,"正門:3335公尺,後門:3482公尺,側門:3408公尺","25.0132934,121.5353407"
臺北市中正區中華路一段77號,"正門:1825公尺,後門:1777公尺,側門:1893公尺","25.038885,121.5078383"
臺北市中正區忠孝西路一段72之26號,"正門:1306公尺,後門:1185公尺,側門:1319公尺","25.0467057,121.5137929"
臺北市中正區衡陽路52號,"正門:1365公尺,後門:1291公尺,側門:1417公尺","25.0420806,121.5120889"
臺北市中正區南陽街8號,"正門:1037公尺,後門:922公尺,側門:1057公尺","25.0452276,121.5160061"
臺北市中正區八德路一段82巷16號,"正門:673公尺,後門:730公尺,側門:605公尺","25.0435407,121.5320568"
臺北市中正區和平西路二段107號,"正門:2182公尺,後門:2180公尺,側門:2271公尺","25.0324992,121.5066543"
臺北市中正區羅斯福路三段286巷4弄6號,"正門:2964公尺,後門:3107公尺,側門:3042公尺","25.015952,121.532045"
臺北市中正區市民大道三段2號9樓,"正門:672公尺,後門:680公尺,側門:581公尺","25.0453541,121.5311072"
臺北市大同區承德路一段1號1樓,"正門:1182公尺,後門:1036公尺,側門:1159公尺","25.049308,121.5171935"
臺北市中正區羅斯福路四段108巷2之3號,"正門:3346公尺,後門:3493公尺,側門:3420公尺","25.0131689,121.5352644"
臺北市中正區信陽街29號,"正門:1056公尺,後門:948公尺,側門:1082公尺","25.0447679,121.5156272"
臺北市中正區臨沂街13巷5號,"正門:542公尺,後門:623公尺,側門:491公尺","25.0423901,121.5309699"
臺北市中正區信陽街3號2樓,"正門:940公尺,後門:827公尺,側門:962公尺","25.0448176,121.5168605"
臺北市中正區羅斯福路三段316巷9弄7號,"正門:2974公尺,後門:3116公尺,側門:3053公尺","25.0157801,121.5316367"
臺北市中正區信義路二段79巷15號,"正門:711公尺,後門:855公尺,側門:794公尺","25.0356664,121.5270035"
臺北市中正區忠孝西路一段36號,"正門:986公尺,後門:860公尺,側門:994公尺","25.0460243,121.5169483"
臺北市中正區臺北市忠孝東路一段108號2樓,"正門:234公尺,後門:90公尺,側門:183公尺","25.043898,121.524815"
臺北市中正區鎮江街1巷1號,"正門:472公尺,後門:338公尺,側門:472公尺","25.0443616,121.5217918"
臺北市中正區延平南路23號,"正門:1556公尺,後門:1450公尺,側門:1584公尺","25.0456689,121.510751"
臺北市中正區忠孝西路一段41號之1號,"正門:876公尺,後門:742公尺,側門:873公尺","25.0463392,121.5184207"
臺北市中正區南昌路一段74巷6號1樓,"正門:1508公尺,後門:1574公尺,側門:1611公尺","25.030863,121.517001"
臺北市中正區汀州路二段100號,"正門:2004公尺,後門:2105公尺,側門:2106公尺","25.0248173,121.5194558"
台北市中正區濟南路二段54巷,"正門:654公尺,後門:774公尺,側門:641公尺","25.0401716,121.5318066"
台北市中正區和平西路一段14號,"正門:1742公尺,後門:1851公尺,側門:1843公尺","25.0267396,121.5214855"
臺北市中正區羅斯福路三段316巷１０號,"正門:3007公尺,後門:3151公尺,側門:3085公尺","25.0156333,121.5324369"
臺北市中正區汀州路三段137號,"正門:2919公尺,後門:3061公尺,側門:3000公尺","25.0161547,121.5309498"
臺北市中正區羅斯福路四段92號,"正門:3300公尺,後門:3447公尺,側門:3374公尺","25.0135188,121.534971"
台北市羅斯褔路四段108巷10號,"正門:3345公尺,後門:3492公尺,側門:3419公尺","25.013129,121.5350852"
臺北市中正區臨沂街84巷3號,"正門:857公尺,後門:1002公尺,側門:936公尺","25.034464,121.527673"
臺北市中正區和平西路一段57號1樓,"正門:1793公尺,後門:1893公尺,側門:1896公尺","25.0267198,121.5197716"
台北市中正區晉江街18巷18弄4號,"正門:1862公尺,後門:1968公尺,側門:1963公尺","25.0258129,121.5206896"
臺北市中正區南昌路夜市,"正門:1621公尺,後門:1712公尺,側門:1725公尺","25.028629,121.5190686"
臺北市中正區杭州南路二段52號,"正門:1331公尺,後門:1438公尺,側門:1433公尺","25.0304201,121.5220352"
臺北市中正區廈門街77之3號,"正門:2085公尺,後門:2177公尺,側門:2189公尺","25.0246697,121.5175907"
