address,distance,latitude_longitude
臺北市中正區開封街一段2之50號,"正門:1219公尺,後門:1103公尺,側門:1237公尺","25.0459201,121.514362"
臺北市中正區寧波西街24號1樓,"正門:1415公尺,後門:1490公尺,側門:1519公尺","25.0310734,121.5183285"
臺北市中正區汀州路三段257號,"正門:3364公尺,後門:3510公尺,側門:3438公尺","25.0129791,121.5351811"
臺北市中正區同安街51號,"正門:1987公尺,後門:2102公尺,側門:2086公尺","25.024377,121.5220467"
臺北市中正區同安街83之1號,"正門:2153公尺,後門:2265公尺,側門:2253公尺","25.0230348,121.5210809"
臺北市中正區汀州路二段152號,"正門:2023公尺,後門:2135公尺,側門:2123公尺","25.0241658,121.5213816"
臺北市中正區杭州南路一段8之2號,"正門:687公尺,後門:810公尺,側門:785公尺","25.0358187,121.5247069"
臺北市中正區徐州路2號,"正門:512公尺,後門:487公尺,側門:588公尺","25.0408601,121.5206807"
臺北市大安區復興南路二段200號,"正門:2450公尺,後門:2596公尺,側門:2478公尺","25.0267664,121.5432235"
台北市中正區南昌路1段51巷5號,"正門:1554公尺,後門:1639公尺,側門:1659公尺","25.029461,121.5186832"
臺北市中正區中華路二段311巷,"正門:2444公尺,後門:2463公尺,側門:2539公尺","25.0287032,121.5062855"
臺北市中正區濟南路一段13巷,"正門:354公尺,後門:266公尺,側門:392公尺","25.0427639,121.522231"
臺北市中正區寧波西街7號,"正門:1810公尺,後門:1865公尺,側門:1913公尺","25.0294382,121.5141267"
台北市中正區寧波西街4之1號,"正門:1362公尺,後門:1440公尺,側門:1466公尺","25.03137,121.5187969"
臺北市中正區寶慶路67號,"正門:1655公尺,後門:1582公尺,側門:1708公尺","25.0419078,121.5092134"
臺北市松山區饒河街142號,"正門:5107公尺,後門:5163公尺,側門:5041公尺","25.0503221,121.5754048"
臺北市大安區汀州路三段255號,"正門:3361公尺,後門:3507公尺,側門:3435公尺","25.0129949,121.5351373"
臺北市中正區廣州街6號,"正門:1826公尺,後門:1814公尺,側門:1911公尺","25.0351764,121.5091203"
臺北市中正區金門街15號,"正門:2263公尺,後門:2386公尺,側門:2359公尺","25.0216993,121.523399"
台北市中正區汀州路三段160巷4號,"正門:3299公尺,後門:3444公尺,側門:3375公尺","25.013297,121.5340601"
臺北市中正區中華路二段309巷26號,"正門:2416公尺,後門:2434公尺,側門:2511公尺","25.0291351,121.506267"
臺北市中正區中華路二段307巷5號,"正門:2496公尺,後門:2511公尺,側門:2590公尺","25.0289849,121.5054115"
臺北市中正區羅斯福路一段7之1號,"正門:1213公尺,後門:1272公尺,側門:1316公尺","25.0334845,121.5180145"
臺北市中正區延平南路179巷1弄1號,"正門:1998公尺,後門:1988公尺,側門:2083公尺","25.0342456,121.5077218"
臺北市中正區寧波東街1之1號,"正門:1284公尺,後門:1364公尺,側門:1388公尺","25.0318808,121.5193721"
臺北市中正區連雲街74號,"正門:957公尺,後門:1108公尺,側門:1019公尺","25.03428,121.5299504"
臺北市中正區寧波西街63巷,"正門:1509公尺,後門:1578公尺,側門:1613公尺","25.0307354,121.5171762"
臺北市中正區惠安街15之2號,"正門:2349公尺,後門:2365公尺,側門:2444公尺","25.0296829,121.5066485"
臺北市中正區羅斯福路一段12號,"正門:1318公尺,後門:1391公尺,側門:1422公尺","25.0319525,121.5185824"
臺北市中正區羅斯福路二段50號,"正門:1624公尺,後門:1733公尺,側門:1725公尺","25.0278068,121.5215876"
臺北市中正區汀州路三段165號一樓,"正門:3040公尺,後門:3184公尺,側門:3119公尺","25.0152949,121.532295"
臺北市中正區北平東路30號,"正門:418公尺,後門:306公尺,側門:327公尺","25.0456746,121.52586"
臺北市中正區延平南路3之2號1樓,"正門:1563公尺,後門:1450公尺,側門:1584公尺","25.0465068,121.5109698"
台北市中正區南昌路一段59巷5號,"正門:1428公尺,後門:1497公尺,側門:1532公尺","25.031293,121.517713"
臺北市中正區羅斯福路二段56號,"正門:1628公尺,後門:1737公尺,側門:1729公尺","25.027762,121.5216211"
臺北市中正區牯嶺街1號,"正門:1528公尺,後門:1574公尺,側門:1629公尺","25.0320093,121.5151443"
台北市博愛路224巷5號,"正門:1806公尺,後門:1807公尺,側門:1895公尺","25.0340017,121.5099968"
臺北市中正區衡陽路35號,"正門:1313公尺,後門:1235公尺,側門:1363公尺","25.0424211,121.5126148"
臺北市中正區羅斯福路四段24巷11號,"正門:3061公尺,後門:3205公尺,側門:3139公尺","25.0151712,121.5326126"
臺北市中正區羅斯福路四段136巷3號,"正門:3387公尺,後門:3534公尺,側門:3461公尺","25.0127831,121.5352608"
臺北市中正區北平西路3號臺北車站2F,"正門:1097公尺,後門:957公尺,側門:1085公尺","25.0480075,121.5170613"
臺北市中正區寧波西街77號,"正門:1554公尺,後門:1620公尺,側門:1657公尺","25.0304795,121.516815"
臺北市中正區羅斯福路一段72巷2號,"正門:1412公尺,後門:1497公尺,側門:1516公尺","25.0305955,121.5193432"
臺北市中正區漢口街一段80巷12號,"正門:1395公尺,後門:1295公尺,側門:1428公尺","25.0445813,121.5121042"
臺北市中正區汀州路三段247號,"正門:3250公尺,後門:3396公尺,側門:3325公尺","25.0138045,121.5342625"
臺北市中正區鎮江街7號,"正門:473公尺,後門:362公尺,側門:495公尺","25.0435693,121.5212947"
臺北市中正區重慶南路二段92號,"正門:1705公尺,後門:1762公尺,側門:1808公尺","25.0300052,121.5150063"
臺北市中正區中華路二段75巷21號,"正門:2075公尺,後門:2066公尺,側門:2161公尺","25.0337611,121.5071268"
臺北市中正區中華路二段315巷89號,"正門:2446公尺,後門:2470公尺,側門:2543公尺","25.0282821,121.5066088"
臺北市中正區羅斯福路一段58巷28號,"正門:1471公尺,後門:1551公尺,側門:1576公尺","25.030407,121.5184751"
台北市中正區中華路一段3號2F,"正門:1630公尺,後門:1514公尺,側門:1648公尺","25.0471477,121.5105138"
臺北市中正區南昌路一段136號,"正門:1610公尺,後門:1694公尺,側門:1714公尺","25.0290149,121.5184463"
臺北市中正區羅斯福路四段68號2樓,"正門:3168公尺,後門:3314公尺,側門:3243公尺","25.0145683,121.5342721"
臺北市中正區八德路一段1號,"正門:400公尺,後門:450公尺,側門:326公尺","25.0432788,121.5293005"
臺北市中正區南昌路一段108巷1號,"正門:1548公尺,後門:1621公尺,側門:1652公尺","25.0301389,121.5174888"
臺北市中正區寶慶路32號6樓,"正門:1660公尺,後門:1588公尺,側門:1714公尺","25.04167,121.509168"
臺北市中正區牯嶺街5巷1號,"正門:1534公尺,後門:1583公尺,側門:1636公尺","25.0317418,121.5153781"
臺北市大安區羅斯福路三段316巷8弄內,"正門:2995公尺,後門:3139公尺,側門:3073公尺","25.0157507,121.5324719"
臺北市中正區館前路18號,"正門:1159公尺,後門:1046公尺,側門:1180公尺","25.045466,121.5148084"
臺北市中正區濟南路二段71號,"正門:710公尺,後門:824公尺,側門:690公尺","25.0403684,121.5324404"
臺北市中正區羅斯福路四段78巷2弄2號,"正門:3243公尺,後門:3389公尺,側門:3317公尺","25.013933,121.534498"
臺北市中正區忠孝東路二段30號,"正門:278公尺,後門:301公尺,側門:187公尺","25.0434729,121.5277903"
臺北市中正區忠孝西路一段43號,"正門:882公尺,後門:747公尺,側門:879公尺","25.0463736,121.5183769"
臺北市中正區八德路一段一號,"正門:560公尺,後門:602公尺,側門:483公尺","25.0438521,121.5307491"
臺北市中正區汀州路二段207號,"正門:2054公尺,後門:2172公尺,側門:2153公尺","25.0236889,121.5225278"
臺北市中正區重慶南路一段129號2F,"正門:1240公尺,後門:1167公尺,側門:1293公尺","25.041988,121.513329"
臺北市中正區汀州路二段150號一樓,"正門:2021公尺,後門:2133公尺,側門:2122公尺","25.0241908,121.5213356"
臺北市中正區齊東街78號,"正門:196公尺,後門:313公尺,側門:184公尺","25.0417164,121.5275451"
臺北市中正區八德路一段82巷7號,"正門:655公尺,後門:707公尺,側門:584公尺","25.0436556,121.5318257"
臺北市中正區忠孝東路一段12號,"正門:436公尺,後門:293公尺,側門:423公尺","25.0445802,121.5224401"
臺北市中正區中華路二段301巷2號,"正門:2517公尺,後門:2527公尺,側門:2610公尺","25.0294549,121.5048038"
台北市羅斯福路四段70-1號,"正門:3195公尺,後門:3341公尺,側門:3270公尺","25.0143515,121.5343986"
臺北市中正區寧波東街14號,"正門:1186公尺,後門:1271公尺,側門:1291公尺","25.0324883,121.5201634"
臺北市中正區南昌路一段59巷15號,"正門:1412公尺,後門:1482公尺,側門:1516公尺","25.031377,121.517853"
臺北市中正區鎮江街7之1號,"正門:473公尺,後門:362公尺,側門:495公尺","25.0435693,121.5212947"
臺北市中正區南昌路一段59巷43號,"正門:1348公尺,後門:1421公尺,側門:1452公尺","25.0317239,121.5184349"
臺北市中正區南昌路一段59巷18號,"正門:1370公尺,後門:1440公尺,側門:1474公尺","25.031678,121.518112"
臺北市中正區忠孝東路一段152號,"正門:228公尺,後門:144公尺,側門:137公尺","25.0439638,121.5258925"
臺北市中正區重慶南路三段83號,"正門:2045公尺,後門:2130公尺,側門:2149公尺","25.0254469,121.5166779"
臺北市中正區民生東路二段93巷2號,"正門:1898公尺,後門:1800公尺,側門:1797公尺","25.0582813,121.5309597"
臺北市中正區南昌路一段31巷11之4號,"正門:1358公尺,後門:1420公尺,側門:1461公尺","25.032229,121.5174645"
臺北市中正區八德路一段82巷9弄9號1樓,"正門:621公尺,後門:674公尺,側門:551公尺","25.0436087,121.531497"
臺北市中正區中華路二段455號,"正門:2480公尺,後門:2532公尺,側門:2582公尺","25.0249053,121.5097653"
臺北市中正區八德路一段1號,"正門:400公尺,後門:450公尺,側門:326公尺","25.0432788,121.5293005"
臺北市中正區八德路一段40號,"正門:547公尺,後門:595公尺,側門:473公尺","25.043611,121.5307112"
臺北市中正區寧波西街88號,"正門:1678公尺,後門:1741公尺,側門:1782公尺","25.0298029,121.5157334"
臺北市中正區杭州南路一段109號,"正門:520公尺,後門:646公尺,側門:617公尺","25.0372908,121.5250406"
臺北市中正區中華路二段303巷16號,"正門:2465公尺,後門:2477公尺,側門:2559公尺","25.0295374,121.5053608"
臺北市中正區武昌街一段61號,"正門:1541公尺,後門:1447公尺,側門:1579公尺","25.0442378,121.5105524"
臺北市中正區羅斯福路四段108巷4之2號,"正門:3345公尺,後門:3491公尺,側門:3418公尺","25.013182,121.5352561"
臺北市中正區公園路28之2號,"正門:932公尺,後門:819公尺,側門:954公尺","25.044785,121.516934"
臺北市中正區中華路二段313巷和315巷之間,"正門:2435公尺,後門:2457公尺,側門:2531公尺","25.0285195,121.5065437"
臺北市中正區紹興南街4之2號,"正門:183公尺,後門:31公尺,側門:158公尺","25.0433429,121.5247006"
臺北市中正區福州街5號,"正門:1471公尺,後門:1565公尺,側門:1575公尺","25.0297368,121.52"
臺北市中正區愛國東路18號,"正門:1170公尺,後門:1217公尺,側門:1271公尺","25.0343444,121.5175966"
臺北市中正區羅斯福路三段286巷12號,"正門:2965公尺,後門:3109公尺,側門:3044公尺","25.0159912,121.5323101"
臺北市中正區紹興南街15號,"正門:381公尺,後門:471公尺,側門:485公尺","25.0389997,121.523664"
臺北市中正區桃源街5號,"正門:1516公尺,後門:1443公尺,側門:1569公尺","25.041906,121.510589"
臺北市中正區汀州路一段277號,"正門:2109公尺,後門:2174公尺,側門:2213公尺","25.0264063,121.513629"
臺北市中正區汀州路三段104巷6號,"正門:3197公尺,後門:3342公尺,側門:3275公尺","25.0140379,121.5331838"
臺北市中正區公園路20巷8號,"正門:970公尺,後門:854公尺,側門:989公尺","25.0451879,121.5166945"
臺北市中正區羅斯福路四段92號之20攤位,"正門:3300公尺,後門:3447公尺,側門:3374公尺","25.0135188,121.534971"
臺北市中正區林森南路61巷13號,"正門:378公尺,後門:428公尺,側門:477公尺","25.0397402,121.522754"
臺北市中正區八德路一段34號,"正門:510公尺,後門:556公尺,側門:435公尺","25.0435951,121.5303287"
臺北市中正區中華路二段311巷15號,"正門:2465公尺,後門:2484公尺,側門:2561公尺","25.0286737,121.5060377"
臺北市中正區信陽街11之2號,"正門:972公尺,後門:861公尺,側門:995公尺","25.0447769,121.5165099"
臺北市中正區羅斯福路四段12巷1號,"正門:3006公尺,後門:3151公尺,側門:3083公尺","25.0157653,121.5330065"
臺北市中正區汀州路三段164號,"正門:3301公尺,後門:3447公尺,側門:3376公尺","25.0133798,121.534466"
臺北市中正區羅斯福路三段286巷4弄1之1號,"正門:2967公尺,後門:3110公尺,側門:3046公尺","25.0159256,121.532056"
臺北市中正區信義路二段181巷3號,"正門:941公尺,後門:1091公尺,側門:1006公尺","25.0342531,121.5295291"
臺北市中正區杭州南路一段8號,"正門:166公尺,後門:166公尺,側門:62公尺","25.0432025,121.5264851"
臺北市中正區羅斯福路三段286巷4弄12號,"正門:2968公尺,後門:3111公尺,側門:3047公尺","25.0158905,121.5319308"
臺北市中正區忠孝西路一段39號,"正門:853公尺,後門:718公尺,側門:850公尺","25.0461867,121.5185898"
臺北市中正區仁愛路二段97之1號,"正門:767公尺,後門:903公尺,側門:776公尺","25.0384347,121.5321686"
台北市中正區忠孝西路一段47號,"正門:1169公尺,後門:1041公尺,側門:1174公尺","25.0469357,121.5154329"
臺北市中正區汀州路三段192號B1,"正門:3378公尺,後門:3524公尺,側門:3453公尺","25.0127395,121.5347821"
臺北市中正區延平南路110號B1,"正門:1628公尺,後門:1551公尺,側門:1679公尺","25.042344,121.5094814"
臺北市中正區承德路一段156號B3,"正門:1502公尺,後門:1351公尺,側門:1457公尺","25.053161,121.5173599"
臺北市中正區延平南路166號,"正門:1844公尺,後門:1809公尺,側門:1918公尺","25.0373945,121.5080404"
臺北市中正區羅斯福路一段61號,"正門:1305公尺,後門:1386公尺,側門:1409公尺","25.0316586,121.5193834"
臺北市中正區羅斯福路四段90巷6號,"正門:3277公尺,後門:3423公尺,側門:3352公尺","25.0136049,121.534468"
臺北市中正區羅斯福路四段40巷1之2號,"正門:3095公尺,後門:3240公尺,側門:3171公尺","25.0150419,121.5334076"
臺北市大安區金山南路二段141巷1號,"正門:1370公尺,後門:1508公尺,側門:1458公尺","25.0296678,121.5268296"
臺北市中正區汀州路三段150號,"正門:3263公尺,後門:3408公尺,側門:3338公尺","25.0136452,121.5340986"
臺北市中正區仁愛路二段48號,"正門:529公尺,後門:680公尺,側門:583公尺","25.0380127,121.5285957"
臺北市中正區延平南路98號,"正門:1541公尺,後門:1462公尺,側門:1590公尺","25.0425041,121.5103541"
臺北市杭州南路一段101號,"正門:474公尺,後門:604公尺,側門:571公尺","25.0376797,121.5252692"
臺北市中正區汀州路三段166號2樓,"正門:3309公尺,後門:3455公尺,側門:3384公尺","25.013327,121.534537"
臺北市中正區衡陽路90號1樓,"正門:1496公尺,後門:1421公尺,側門:1548公尺","25.042133,121.510791"
臺北市中正區師大路132號,"正門:2342公尺,後門:2477公尺,側門:2431公尺","25.0209335,121.5271419"
臺北市中正區紹興南街15號,"正門:381公尺,後門:471公尺,側門:485公尺","25.0389997,121.523664"
台北市中正區忠孝西路一段36號,"正門:986公尺,後門:860公尺,側門:994公尺","25.0460243,121.5169483"
臺北市中正區西藏路8號,"正門:2197公尺,後門:2211公尺,側門:2291公尺","25.0306673,121.5077355"
臺北市中正區牯嶺街117號,"正門:1981公尺,後門:2081公尺,側門:2084公尺","25.0251171,121.5191781"
臺北市中正區延平南路111號2樓,"正門:1618公尺,後門:1545公尺,側門:1671公尺","25.041816,121.509581"
臺北市中正區汀州路三段83號,"正門:2722公尺,後門:2860公尺,側門:2807公尺","25.0176507,121.5288006"
臺北市中正區廈門街23之2號,"正門:1879公尺,後門:1968公尺,側門:1983公尺","25.0265266,121.5180089"
臺北市中正區金門街1號,"正門:2108公尺,後門:2235公尺,側門:2201公尺","25.0230124,121.5247969"
臺北市中正區延平南路110號,"正門:1628公尺,後門:1551公尺,側門:1679公尺","25.042344,121.5094814"
臺北市中正區寧波西街87號,"正門:1668公尺,後門:1729公尺,側門:1771公尺","25.0299774,121.5156462"
臺北市中正區八德路一段82號,"正門:684公尺,後門:729公尺,側門:609公尺","25.0440299,121.5319945"
臺北市中正區濟南路二段53之8號,"正門:586公尺,後門:705公尺,側門:572公尺","25.0404674,121.5312025"
臺北市中正區南昌路一段77號,"正門:1482公尺,後門:1556公尺,側門:1587公尺","25.030664,121.517782"
臺北市中正區牯嶺街16號,"正門:1588公尺,後門:1647公尺,側門:1691公尺","25.0307379,121.5158518"
臺北市中正區連雲街74巷8號,"正門:923公尺,後門:1073公尺,側門:988公尺","25.0344164,121.5294898"
臺北市中正區中華路二段1號,"正門:1995公尺,後門:1965公尺,側門:2072公尺","25.0363705,121.5068203"
臺北市中正區重慶南路一段46巷2號,"正門:1321公尺,後門:1221公尺,側門:1354公尺","25.04445,121.512825"
臺北市中正區汀州路三段104巷11弄15號一樓,"正門:3274公尺,後門:3420公尺,側門:3351公尺","25.0134632,121.5337966"
臺北市中正區羅斯福路三段240巷1號,"正門:2688公尺,後門:2829公尺,側門:2769公尺","25.0181633,121.5303086"
臺北市中正區杭州南路一段143巷39號,"正門:722公尺,後門:867公尺,側門:802公尺","25.035619,121.5272604"
臺北市中正區汀州路三段219號,"正門:3205公尺,後門:3350公尺,側門:3281公尺","25.014113,121.533806"
台北市中正區館前路36號2樓,"正門:1120公尺,後門:1017公尺,側門:1150公尺","25.0444899,121.5148784"
臺北市中正區南昌路一段97號,"正門:1499公尺,後門:1576公尺,側門:1604公尺","25.0303372,121.5180524"
臺北市中正區漢口街一段110號4號樓之16,"正門:1515公尺,後門:1413公尺,側門:1547公尺","25.04502,121.51099"
臺北市中正區寧波西街92號,"正門:1697公尺,後門:1759公尺,側門:1801公尺","25.029729,121.5155252"
台北市中正區臨沂街6巷1號,"正門:495公尺,後門:572公尺,側門:440公尺","25.0425575,121.530477"
臺北市中正區寧波東街11之4號,"正門:1137公尺,後門:1220公尺,側門:1242公尺","25.0329709,121.5201967"
臺北市中正區南昌路二段161號,"正門:1827公尺,後門:1944公尺,側門:1925公尺","25.025739,121.522665"
臺北市中正區金山南路一段110巷4弄2號,"正門:780公尺,後門:923公尺,側門:863公尺","25.0350522,121.5271012"
臺北市中正區中華路一段55號2樓,"正門:1685公尺,後門:1604公尺,側門:1733公尺","25.0427074,121.5089386"
臺北市中正區臨沂街3巷13號,"正門:621公尺,後門:680公尺,側門:554公尺","25.0433369,121.5315796"
臺北市中正區寧波東街15號,"正門:1125公尺,後門:1208公尺,側門:1229公尺","25.0330688,121.5202574"
臺北市中正區北平西路3號2F,"正門:1137公尺,後門:1004公尺,側門:1136公尺","25.0473199,121.5160463"
臺北市中正區汀州路三段91號1樓,"正門:2738公尺,後門:2877公尺,側門:2823公尺","25.017517,121.52894"
台北市北平西路3號2樓,"正門:1084公尺,後門:946公尺,側門:1075公尺","25.0477467,121.5169983"
臺北市中正區齊東街70巷1號,"正門:229公尺,後門:330公尺,側門:196公尺","25.0420096,121.5278859"
台北市八德路一段82巷9弄19號,"正門:588公尺,後門:641公尺,側門:517公尺","25.0435216,121.5311795"
臺北市中正區臨沂街75號,"正門:809公尺,後門:957公尺,側門:884公尺","25.0350033,121.5280628"
臺北市中正區杭州南路二段48號,"正門:1289公尺,後門:1396公尺,側門:1390公尺","25.0307928,121.5221364"
臺北市中正區同安街12之1號,"正門:2296公尺,後門:2406公尺,側門:2396公尺","25.021842,121.520476"
臺北市大安區通化街20號,"正門:3086公尺,後門:3207公尺,側門:3073公尺","25.0319573,121.5541652"
臺北市中正區寧波西街26號,"正門:1415公尺,後門:1491公尺,側門:1520公尺","25.0310737,121.5183156"
臺北市中山區八德路二段323號,"正門:1862公尺,後門:1899公尺,側門:1786公尺","25.047504,121.54303"
台北市中正區汀州路二段113號,"正門:1970公尺,後門:2067公尺,側門:2073公尺","25.0253386,121.5188373"
臺北市中正區羅斯福路二段118號,"正門:1751公尺,後門:1867公尺,側門:1849公尺","25.0264297,121.5226946"
臺北市中正區羅斯福路二段132號,"正門:1788公尺,後門:1906公尺,側門:1886公尺","25.0260626,121.5228903"
臺北市中正區南陽街3號,"正門:1021公尺,後門:905公尺,側門:1039公尺","25.0452988,121.5162058"
臺北市中正區中華路二段75巷40號,"正門:2041公尺,後門:2037公尺,側門:2129公尺","25.0334342,121.5076858"
臺北市中正區林森南路61巷7號1樓,"正門:396公尺,後門:438公尺,側門:494公尺","25.0397827,121.5224845"
臺北市中正區金山南路一段81之1號,"正門:607公尺,後門:758公尺,側門:675公尺","25.0369574,121.5280955"
臺北市中正區汀州路三段243號,"正門:3241公尺,後門:3387公尺,側門:3317公尺","25.013865,121.53418"
臺北市中正區思源街16號2樓,"正門:3154公尺,後門:3290公尺,側門:3241公尺","25.0137039,121.5283471"
臺北市中正區忠孝西路一段36號B1,"正門:986公尺,後門:860公尺,側門:994公尺","25.0460142,121.516942"
臺北市中正區牯嶺街36號,"正門:1629公尺,後門:1697公尺,側門:1733公尺","25.0298718,121.516465"
台北市羅斯福路四段52巷16弄13號,"正門:3175公尺,後門:3320公尺,側門:3251公尺","25.0143994,121.5338453"
臺北市中正區寧波西街61號,"正門:1507公尺,後門:1577公尺,側門:1611公尺","25.0306719,121.51732"
臺北市中正區懷寧街17號之3,"正門:1213公尺,後門:1099公尺,側門:1233公尺","25.045626,121.5143097"
臺北市中正區中華路二段387號,"正門:2496公尺,後門:2534公尺,側門:2596公尺","25.0262731,121.5079028"
臺北市中正區忠孝東路二段3號,"正門:293公尺,後門:265公尺,側門:189公尺","25.0441368,121.5272051"
臺北市中正區南昌路一段96號二樓,"正門:1507公尺,後門:1579公尺,側門:1611公尺","25.0305087,121.5176042"
臺北市中正區中華路二段305巷7號,"正門:2491公尺,後門:2504公尺,側門:2585公尺","25.0292743,121.505251"
臺北市中正區青島東路23之11號,"正門:209公尺,後門:62公尺,側門:195公尺","25.0433945,121.5243221"
臺北市中正區牯嶺街45號,"正門:1612公尺,後門:1680公尺,側門:1716公尺","25.0299567,121.5166324"
臺北市中正區武昌街一段16巷6號,"正門:1330公尺,後門:1241公尺,側門:1371公尺","25.04356,121.512551"
